model,ram_gb,storage_gb,color,battery_health_pct,price_egp,warranty
iPhone 17,8,256,White,78,56300,Yes
iPhone 6,1,32,Gold,90,1800,Yes
iPhone 13 Pro,6,512,Graphite,93,37600,Yes
iPhone 16 Pro Max,8,1024,Black Titanium,83,74900,No
iPhone 14,6,128,Starlight,91,35000,Yes
iPhone 15,6,128,Black,95,39000,Yes
iPhone 12 Pro Max,6,512,Graphite,88,32600,No
iPhone 8 Plus,3,64,Gold,85,5200,Unknown
iPhone 15 Pro,8,256,White Titanium,84,48400,Yes
iPhone Air,12,1024,Cloud White,75,63800,No
iPhone 6 Plus,1,16,Gold,78,1800,Yes
iPhone 8 Plus,3,256,Gold,97,9800,Yes
iPhone 11 Pro,4,256,Midnight Green,78,20000,No
iPhone 5c,1,16,Green,84,1800,No
iPhone 17 Pro Max,12,256,Cosmic Orange,81,77500,Unknown
iPhone 15 Plus,6,256,Black,93,43600,No
iPhone SE (2nd gen),3,256,Black,93,13000,Unknown
iPhone 14 Pro,6,512,Gold,96,43200,No
iPhone 17 Pro,12,256,Deep Blue,94,68700,Unknown
iPhone 7,2,32,Gold,86,5700,No
iPhone 16 Pro Max,8,256,Natural Titanium,76,61900,No
iPhone 14 Pro Max,6,256,Silver,87,41700,Unknown
iPhone 6,1,128,Space Gray,80,1800,Yes
iPhone 6 Plus,1,128,Space Gray,79,1800,No
iPhone SE (2nd gen),3,64,Black,77,2800,Unknown
iPhone 12 mini,4,256,Blue,92,14700,No
iPhone 15 Pro,8,128,Blue Titanium,95,44900,Unknown
iPhone XS Max,4,256,Silver,87,14300,No
iPhone 11 Pro Max,4,256,Space Gray,82,19700,No
iPhone 16e,8,256,White,78,40300,Yes
iPhone 7 Plus,3,256,Gold,77,7300,Yes
iPhone 17 Pro Max,12,1024,Silver,95,93100,No
iPhone 17,8,512,Black,97,62900,No
iPhone 7,2,128,Jet Black,77,5700,No
iPhone 16 Pro,8,1024,Black Titanium,79,69300,Yes
iPhone 13 Pro,6,128,Gold,89,26900,No
iPhone 14 Pro Max,6,128,Gold,90,40500,No
iPhone 14,6,512,Midnight,95,34400,Unknown
iPhone 15,6,512,Pink,97,44200,Yes
iPhone SE (2nd gen),3,256,White,87,12200,Yes
iPhone 16,8,512,Teal,85,49700,Unknown
iPhone 12,4,64,White,93,10800,No
iPhone 13,4,128,Midnight,90,22000,No
iPhone 14 Pro,6,128,Gold,87,31900,No
iPhone 16 Plus,8,512,Teal,83,50000,No
iPhone SE (2nd gen),3,128,Red,87,7800,Yes
iPhone 7,2,32,Black,79,3500,No
iPhone 15 Pro Max,8,512,Blue Titanium,82,58200,No
iPhone 12 mini,4,128,Blue,91,13000,Yes
iPhone 13,4,256,Midnight,89,25000,Yes
iPhone 17e,8,256,Black,90,48500,No
iPhone 16,8,128,Black,94,44200,No
iPhone 5,1,32,Black,79,3000,No
iPhone 7 Plus,3,128,Black,94,6800,Unknown
iPhone 16,8,512,Pink,82,46600,No
iPhone 11 Pro,4,64,Silver,93,13000,Unknown
iPhone SE (2nd gen),3,128,Red,81,6100,No
iPhone 5c,1,8,Green,80,1800,Yes
iPhone 12,4,256,Black,77,14600,Unknown
iPhone 5,1,32,White,97,4300,No
iPhone 14 Plus,6,512,Purple,93,40700,No
iPhone XS Max,4,64,Gold,87,10500,No
iPhone XS,4,256,Silver,79,11700,No
iPhone 13 Pro Max,6,128,Graphite,96,34900,No
iPhone 17 Pro,12,256,Deep Blue,84,69100,Unknown
iPhone 16 Pro,8,1024,Black Titanium,82,67900,Unknown
iPhone XS,4,256,Gold,83,12600,Unknown
iPhone 11,4,64,Red,83,8700,No
iPhone 17 Pro,12,1024,Cosmic Orange,77,79400,Yes
iPhone SE (2nd gen),3,128,Black,85,8500,Yes
iPhone 14 Pro Max,6,1024,Deep Purple,81,53800,No
iPhone 17 Pro Max,12,2048,Cosmic Orange,91,99100,Yes
iPhone 16 Pro,8,1024,Desert Titanium,91,64900,Unknown
iPhone 5c,1,16,Pink,95,1800,Yes
iPhone XS Max,4,64,Gold,77,8400,Yes
iPhone 16 Pro Max,8,1024,White Titanium,86,71500,No
iPhone 15 Plus,6,128,Green,87,38700,Unknown
iPhone 15 Pro,8,256,White Titanium,80,45400,No
iPhone 17 Pro,12,256,Silver,90,67200,No
iPhone 16 Plus,8,256,Black,82,48100,Unknown
iPhone 15 Plus,6,128,Green,86,39000,No
iPhone 7,2,128,Rose Gold,90,4900,No
iPhone 15 Plus,6,128,Green,84,35700,Unknown
iPhone 5,1,16,Black,87,3700,Unknown
iPhone 16 Pro Max,8,1024,Black Titanium,91,74400,Yes
iPhone 6 Plus,1,128,Silver,86,3800,Unknown
iPhone 17,8,256,Sage,88,56100,No
iPhone 13 Pro Max,6,128,Graphite,77,30900,No
iPhone 6s,2,64,Gold,97,1800,No
iPhone 16 Pro Max,8,256,Black Titanium,75,62800,No
iPhone 6s Plus,2,16,Rose Gold,95,6600,Yes
iPhone 8 Plus,3,256,Space Gray,81,8400,No
iPhone 7,2,256,Silver,83,9000,No
iPhone 14,6,256,Midnight,89,29400,No
iPhone 17,8,512,Sage,84,61600,No
iPhone 17 Pro,12,256,Deep Blue,90,68400,Yes
iPhone 6,1,128,Gold,90,1800,Yes
iPhone 16e,8,128,Black,84,38100,Yes
iPhone 17 Pro Max,12,512,Silver,91,86100,Yes
iPhone 16 Pro,8,128,Desert Titanium,93,50400,Yes
iPhone X,3,64,Silver,92,6700,No
iPhone 17e,8,256,Black,78,41300,Unknown
iPhone 12 Pro Max,6,256,Graphite,86,29200,Unknown
iPhone 6s Plus,2,64,Rose Gold,89,4100,Yes
iPhone 6 Plus,1,128,Gold,92,1800,No
iPhone 17 Pro,12,1024,Cosmic Orange,89,80200,Unknown
iPhone 12 Pro Max,6,512,Pacific Blue,86,30000,Unknown
iPhone 15 Plus,6,128,Yellow,94,41500,No
iPhone 12 Pro,6,128,Gold,95,19200,No
iPhone 15 Pro Max,8,1024,Blue Titanium,89,64200,Yes
iPhone 6s Plus,2,32,Silver,81,3100,No
iPhone 5c,1,8,White,96,3800,No
iPhone 13 Pro,6,1024,Graphite,88,41200,No
iPhone 14 Pro Max,6,1024,Silver,95,55200,No
iPhone XR,3,64,White,80,5800,No
iPhone 6 Plus,1,128,Space Gray,82,3800,No
iPhone 13 Pro,6,512,Sierra Blue,96,35600,No
iPhone 8,2,128,Red,85,8000,Yes
iPhone XS,4,64,Silver,84,8000,No
iPhone 15,6,128,Black,91,38000,No
iPhone 17,8,512,Sage,79,59200,No
iPhone 11 Pro,4,256,Gold,80,15000,No
iPhone 16e,8,256,Black,96,38100,Unknown
iPhone 11 Pro Max,4,512,Space Gray,92,25100,No
iPhone 11,4,128,White,90,13500,No
iPhone 11 Pro Max,4,256,Gold,90,19400,No
iPhone 17 Pro,12,512,Cosmic Orange,94,75800,Unknown
iPhone 6,1,64,Space Gray,97,2000,No
iPhone 6s,2,64,Rose Gold,91,4600,Yes
iPhone 16 Plus,8,256,Pink,79,49600,No
iPhone 11 Pro,4,512,Space Gray,94,25200,No
iPhone XS Max,4,256,Silver,80,12700,No
iPhone 15 Plus,6,256,Pink,85,44300,Unknown
iPhone 15 Pro Max,8,256,Blue Titanium,96,53500,Unknown
iPhone 8 Plus,3,128,Space Gray,77,7200,Unknown
iPhone 15 Plus,6,128,Blue,90,39000,No
iPhone 12 Pro,6,128,Pacific Blue,92,20800,Unknown
iPhone 5c,1,16,Green,76,1800,Unknown
iPhone 11,4,128,Black,88,13000,No
iPhone 14 Plus,6,512,Blue,81,37200,No
iPhone 12 Pro,6,128,Graphite,78,18500,Unknown
iPhone Air,12,1024,Light Gold,85,67500,No
iPhone XS,4,64,Space Gray,78,5400,Unknown
iPhone 6,1,64,Silver,76,1800,Yes
iPhone 12 Pro,6,256,Silver,93,22600,No
iPhone 15,6,512,Black,94,43600,No
iPhone 14 Pro,6,256,Space Black,88,38200,Unknown
iPhone 12,4,64,Black,82,11000,No
iPhone X,3,256,Silver,80,8000,Unknown
iPhone XS Max,4,64,Silver,97,9000,No
iPhone 5s,1,32,Gold,90,2400,No
iPhone XR,3,64,Coral,93,5600,No
iPhone 13 mini,4,256,Blue,77,20800,No
iPhone 11 Pro Max,4,256,Midnight Green,88,22600,Unknown
iPhone 5,1,32,Black,79,5900,Yes
iPhone 16 Plus,8,128,Pink,84,46700,Unknown
iPhone 11 Pro Max,4,256,Midnight Green,84,22200,No
iPhone 11 Pro,4,256,Gold,93,18700,Yes
iPhone 8,2,256,Space Gray,86,10300,No
iPhone 16e,8,256,White,90,36800,No
iPhone 11,4,256,Black,78,14900,No
iPhone 15 Plus,6,256,Blue,82,42200,Unknown
iPhone 17e,8,256,White,87,45400,No
iPhone 14 Pro,6,128,Space Black,83,33700,No
iPhone 17,8,512,Black,86,59300,No
iPhone 15,6,128,Green,89,33000,No
iPhone 12 Pro Max,6,128,Silver,80,26100,Yes
iPhone 13 mini,4,256,Pink,93,21000,No
iPhone 15 Pro Max,8,256,Black Titanium,89,53300,No
iPhone 12 Pro Max,6,512,Gold,81,30200,No
iPhone 17,8,256,White,85,56300,Yes
iPhone 16 Plus,8,512,Ultramarine,94,53000,No
iPhone 16 Plus,8,256,Pink,96,51700,Yes
iPhone Air,12,1024,Light Gold,77,62900,Unknown
iPhone 7,2,128,Black,90,2800,No
iPhone 8,2,64,Space Gray,87,3900,No
iPhone 12 mini,4,64,Black,78,11100,No
iPhone 16 Pro,8,256,Desert Titanium,75,55500,No
iPhone 17 Pro Max,12,1024,Cosmic Orange,85,91300,Unknown
iPhone 13 mini,4,128,Red,81,17300,Unknown
iPhone 12 Pro,6,512,Graphite,80,29500,No
iPhone X,3,64,Silver,87,7700,Yes
iPhone XS,4,64,Silver,81,6400,No
iPhone 12 Pro,6,256,Graphite,81,23000,No
iPhone 16 Plus,8,128,Pink,89,43600,Unknown
iPhone 5s,1,16,Space Gray,76,1800,No
iPhone 15 Pro Max,8,512,White Titanium,82,57500,No
iPhone 12 Pro Max,6,256,Graphite,82,26000,No
iPhone 15 Pro,8,512,Natural Titanium,85,55600,Yes
iPhone Air,12,512,Cloud White,83,59000,No
iPhone 14,6,512,Starlight,94,36100,Yes
iPhone 12 mini,4,64,Blue,86,8700,Unknown
iPhone 16e,8,256,Black,82,38200,No
iPhone 8,2,64,Gold,97,4800,No
iPhone 16 Plus,8,512,Ultramarine,76,53000,No
iPhone Air,12,1024,Cloud White,95,66200,Yes
iPhone XS,4,256,Silver,83,10400,No
iPhone 8,2,256,Space Gray,89,11900,Yes
iPhone 6s,2,32,Rose Gold,85,1800,No
iPhone 6,1,64,Gold,76,1800,No
iPhone 11 Pro,4,512,Midnight Green,87,24900,Unknown
iPhone 13 mini,4,128,Blue,86,18700,No
iPhone 12,4,64,Black,79,10200,No
iPhone 12 Pro Max,6,128,Gold,80,25200,No
iPhone 13 Pro Max,6,128,Gold,84,34400,No
iPhone 17 Pro,12,256,Deep Blue,75,68800,Unknown
iPhone 12,4,128,Blue,91,14700,No
iPhone 5c,1,16,Green,78,2600,Yes
iPhone 11 Pro,4,64,Midnight Green,86,13100,Unknown
iPhone 6s Plus,2,64,Space Gray,85,2400,No
iPhone 12 mini,4,128,Purple,80,10900,No
iPhone 11 Pro,4,256,Silver,93,21200,Unknown
iPhone 17 Pro Max,12,512,Deep Blue,80,84400,Unknown
iPhone 17,8,256,Sage,88,59500,Yes
iPhone 17e,8,512,Black,83,51500,Yes
iPhone XR,3,64,White,90,8200,No
iPhone 13,4,512,Midnight,80,30900,No
iPhone 14 Pro,6,512,Silver,88,41600,No
iPhone 12 Pro,6,256,Pacific Blue,80,18600,No
iPhone Air,12,1024,Sky Blue,91,63800,Unknown
iPhone 11,4,128,Green,89,13300,No
iPhone 5c,1,16,Blue,83,1800,No
iPhone XR,3,64,White,86,9200,Unknown
iPhone 14,6,128,Red,87,28900,Yes
iPhone 12 mini,4,64,Blue,87,11300,No
iPhone 16 Pro Max,8,256,Black Titanium,86,63800,Yes
iPhone 8 Plus,3,256,Gold,89,12500,Yes
iPhone 16e,8,256,Black,89,39200,No
iPhone 5s,1,16,Space Gray,77,2600,Yes
iPhone 16 Plus,8,512,Ultramarine,86,54000,No
iPhone 6s,2,16,Silver,91,5500,Yes
iPhone 6,1,16,Silver,93,5700,Yes
iPhone 12,4,256,Black,82,18700,Yes
iPhone 17e,8,512,White,86,48800,No
iPhone 13 Pro,6,128,Sierra Blue,94,27500,No
iPhone 6s Plus,2,16,Silver,96,4400,Yes
iPhone 12 Pro Max,6,512,Pacific Blue,82,31900,Unknown
iPhone 5s,1,32,Silver,75,1800,Yes
iPhone 7 Plus,3,32,Black,86,3600,Unknown
iPhone 5s,1,32,Gold,83,1800,No
iPhone 16,8,128,Black,91,40700,Unknown
iPhone 7 Plus,3,32,Red,84,6500,Unknown
iPhone 11,4,256,Green,87,16500,Unknown
iPhone 15 Plus,6,128,Yellow,78,37400,No
iPhone 11 Pro Max,4,512,Silver,95,28800,No
iPhone XR,3,64,Blue,81,7300,No
iPhone 13 Pro Max,6,128,Alpine Green,90,32600,Unknown
iPhone 13 mini,4,512,Green,84,24800,Unknown
iPhone 11,4,128,Black,86,13500,Unknown
iPhone 12,4,128,White,90,14000,No
iPhone 13 mini,4,512,Red,85,26000,Unknown
iPhone 8,2,256,Space Gray,96,10500,No
iPhone 12 Pro Max,6,512,Gold,88,31200,No
iPhone 13 Pro Max,6,1024,Gold,87,48800,No
iPhone 15 Plus,6,256,Green,95,44600,No
iPhone 15 Pro,8,256,White Titanium,87,50500,Yes
iPhone XS,4,256,Space Gray,95,10300,No
iPhone 15 Pro Max,8,256,White Titanium,77,51300,No
iPhone 16e,8,128,Black,85,35300,Yes
iPhone 13 Pro Max,6,512,Alpine Green,87,43200,No
iPhone 6s,2,64,Rose Gold,76,1800,Unknown
iPhone 15 Pro,8,128,White Titanium,81,43800,Yes
iPhone 11 Pro Max,4,64,Space Gray,89,17400,Unknown
iPhone 7 Plus,3,32,Jet Black,85,4600,Yes
iPhone 14 Pro Max,6,1024,Gold,88,54200,No
iPhone Air,12,256,Space Black,93,54200,Unknown
iPhone 14 Plus,6,512,Midnight,86,39200,Unknown
iPhone 16,8,128,Pink,92,40700,Yes
iPhone 8,2,128,Red,91,6500,Yes
iPhone 6 Plus,1,16,Gold,94,5000,No
iPhone 12 Pro,6,128,Silver,95,20100,No
iPhone XR,3,64,Blue,97,7500,No
iPhone 14 Pro Max,6,512,Space Black,89,49500,Yes
iPhone SE (2nd gen),3,256,White,87,11600,No
iPhone 13,4,128,Midnight,91,24000,Unknown
iPhone 7 Plus,3,32,Gold,75,4800,No
iPhone 14 Pro,6,1024,Deep Purple,78,46300,Yes
iPhone 14 Pro Max,6,128,Space Black,83,39400,Unknown
iPhone 17,8,512,Black,80,63200,Yes
iPhone 16e,8,256,Black,81,37000,Yes
iPhone 8 Plus,3,128,Red,90,7400,Unknown
iPhone XS Max,4,64,Space Gray,86,11600,Unknown
iPhone 16e,8,128,White,82,36100,No
iPhone 15,6,512,Green,94,45600,Yes
iPhone 8,2,128,Gold,94,4700,No
iPhone 14 Plus,6,512,Midnight,96,39900,No
iPhone 17 Pro,12,1024,Cosmic Orange,92,81900,Yes
iPhone XR,3,128,Black,82,8600,No
iPhone 14 Pro,6,256,Deep Purple,80,39200,Yes
iPhone 17e,8,256,White,78,47300,No
iPhone 5c,1,16,Yellow,81,1800,No
iPhone 13 Pro,6,256,Sierra Blue,92,29100,No
iPhone 14 Plus,6,128,Midnight,95,29700,No
iPhone 6s Plus,2,32,Space Gray,90,6400,Yes
iPhone X,3,64,Space Gray,79,5800,No
iPhone 6 Plus,1,128,Silver,85,1800,No
iPhone 15 Pro,8,1024,Blue Titanium,88,62300,Unknown
iPhone X,3,256,Space Gray,80,10300,Unknown
iPhone 6s,2,128,Gold,94,4300,No
iPhone Air,12,256,Light Gold,82,53500,No
iPhone 7 Plus,3,256,Red,78,7700,No
iPhone 16,8,256,White,87,45700,No
iPhone 13 mini,4,512,Green,83,26400,No
iPhone 16 Pro,8,512,Desert Titanium,83,59400,Unknown
iPhone 15 Pro,8,256,Blue Titanium,85,50900,Yes
iPhone SE (2nd gen),3,128,Black,79,8100,No
iPhone 14,6,128,Purple,93,35000,Yes
iPhone 8,2,128,Red,75,2600,No
iPhone 14 Plus,6,256,Blue,82,35100,No
iPhone 11,4,256,Black,83,17300,No
iPhone 6 Plus,1,128,Silver,80,4700,No
iPhone 12 mini,4,128,Red,90,12700,Unknown
iPhone 6s Plus,2,32,Space Gray,94,4800,No
iPhone 15,6,128,Blue,87,30000,No
iPhone XS Max,4,256,Space Gray,77,16700,Yes
iPhone XS,4,256,Silver,86,11000,Yes
iPhone 6s,2,16,Rose Gold,91,5500,Yes
iPhone XR,3,64,Red,89,5700,No
iPhone 13 Pro,6,256,Sierra Blue,92,30900,Unknown
iPhone 17e,8,512,White,76,48300,No
iPhone 6s Plus,2,128,Space Gray,95,3400,No
iPhone 15 Pro Max,8,256,Blue Titanium,88,51900,Unknown
iPhone 14,6,128,Midnight,85,18900,No
iPhone X,3,256,Black,84,7000,Unknown
iPhone 6 Plus,1,128,Silver,96,2900,Unknown
iPhone 5,1,64,White,83,1800,Unknown
iPhone 8 Plus,3,128,Silver,90,6300,Unknown
iPhone 16,8,256,Pink,90,43800,No
iPhone 15,6,128,Yellow,90,32600,Yes
iPhone 13,4,128,Starlight,84,24200,No
iPhone 17 Pro Max,12,1024,Deep Blue,85,88500,No
iPhone X,3,64,Space Gray,90,7300,Yes
iPhone SE (2nd gen),3,128,White,90,7400,No
iPhone 13,4,128,Blue,88,17000,No
iPhone 14 Plus,6,256,Purple,79,30800,Unknown
iPhone 8 Plus,3,64,Red,96,4000,No
iPhone 15 Pro Max,8,256,White Titanium,90,51800,Unknown
iPhone 16e,8,256,White,79,38200,No
iPhone 17e,8,512,White,80,48300,No
iPhone 14 Pro Max,6,256,Deep Purple,80,43700,No
iPhone 13 mini,4,512,Starlight,77,26200,Yes
iPhone 5s,1,64,Gold,78,1800,Unknown
iPhone 17 Pro Max,12,2048,Deep Blue,87,98900,No
iPhone 5s,1,16,Silver,86,1900,Yes
iPhone 16,8,512,Black,81,50300,No
iPhone 17e,8,256,White,88,46300,Unknown
iPhone 17 Pro Max,12,512,Cosmic Orange,88,81700,Unknown
iPhone 5s,1,64,Gold,95,3000,Unknown
iPhone 12 mini,4,256,Red,91,16300,Unknown
iPhone 15 Pro Max,8,1024,White Titanium,87,63800,Unknown
iPhone 13 mini,4,128,Green,81,15300,No
iPhone 6,1,32,Gold,87,3300,No
iPhone 5,1,64,White,85,1800,No
iPhone 16 Pro,8,256,Natural Titanium,77,53600,No
iPhone 14,6,128,Midnight,89,25000,No
iPhone 8 Plus,3,128,Gold,83,7700,Yes
iPhone 16,8,128,White,91,40900,Yes
iPhone 11 Pro Max,4,256,Space Gray,96,21800,Unknown
iPhone 6,1,32,Silver,92,3900,No
iPhone Air,12,512,Space Black,94,59900,No
iPhone 17 Pro,12,1024,Cosmic Orange,77,76300,Unknown
iPhone 13 Pro,6,128,Alpine Green,95,25700,No
iPhone 13,4,128,Starlight,81,18000,No
iPhone 11,4,64,Green,93,13500,Yes
iPhone 13 mini,4,256,Red,92,19800,No
iPhone 16 Pro,8,512,Black Titanium,86,62400,Yes
iPhone 14 Pro,6,256,Silver,88,38500,Yes
iPhone 16 Pro Max,8,256,Natural Titanium,95,64500,Unknown
iPhone 16 Pro Max,8,512,Natural Titanium,83,65400,No
iPhone 16,8,128,Teal,95,42300,Unknown
iPhone 11,4,64,Purple,79,7500,No
iPhone 12 Pro,6,128,Graphite,89,18700,Unknown
iPhone 7,2,128,Jet Black,82,2500,Unknown
iPhone 7 Plus,3,32,Rose Gold,90,7800,No
iPhone 5,1,32,Black,82,1800,Unknown
iPhone 15 Pro Max,8,1024,Black Titanium,94,67400,Yes
iPhone 17 Pro Max,12,256,Cosmic Orange,76,76900,Unknown
iPhone 12 mini,4,256,Red,88,18300,No
iPhone 7,2,128,Red,83,1800,No
iPhone 16 Pro,8,512,Black Titanium,76,59600,Unknown
iPhone X,3,64,Silver,81,6500,No
iPhone XS Max,4,256,Silver,92,12300,No
iPhone 13,4,128,Red,82,22800,No
iPhone 16 Pro Max,8,256,Natural Titanium,76,60800,No
iPhone 14 Plus,6,512,Purple,93,40700,No
iPhone Air,12,512,Space Black,86,56200,Yes
iPhone SE (2nd gen),3,128,Red,87,7800,Yes
iPhone 8 Plus,3,64,Red,96,4000,No
iPhone 15 Plus,6,256,Black,88,44800,No
iPhone 5s,1,32,Gold,90,2400,No
iPhone 12 Pro Max,6,512,Graphite,87,33700,No
iPhone 7 Plus,3,32,Red,84,6500,Unknown
iPhone 6 Plus,1,128,Silver,80,4700,No
iPhone Air,12,1024,Cloud White,75,63800,No
iPhone 5,1,16,Black,89,4700,Yes
iPhone 17e,8,256,Black,88,49900,Unknown
iPhone 15 Plus,6,128,Blue,88,39600,Unknown
iPhone XR,3,64,Coral,91,7700,Unknown
iPhone 12 Pro,6,256,Silver,94,23900,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,76,81300,Yes
iPhone 6 Plus,1,128,Silver,92,4200,Yes
iPhone 8 Plus,3,128,Silver,90,6300,Unknown
iPhone 11 Pro Max,4,256,Gold,92,20000,No
iPhone 16e,8,256,Black,93,39500,Unknown
iPhone 17,8,256,White,85,56300,Yes
iPhone XS Max,4,256,Silver,83,14600,Yes
iPhone 17e,8,256,White,86,46300,Yes
iPhone 13 Pro Max,6,128,Graphite,96,34900,No
iPhone 16 Plus,8,512,Ultramarine,94,56100,No
iPhone 11 Pro,4,512,Space Gray,94,25200,No
iPhone Air,12,1024,Cloud White,98,70300,Unknown
iPhone 8,2,256,Space Gray,96,10500,No
iPhone 6 Plus,1,16,Gold,78,1500,Yes
iPhone 15,6,512,Yellow,88,42200,Unknown
iPhone 5c,1,16,Pink,98,3300,No
iPhone 14,6,128,Red,87,28900,Yes
iPhone 11,4,64,Red,79,8900,Yes
iPhone X,3,256,Silver,80,8000,Unknown
iPhone 11,4,64,Green,93,15300,Yes
iPhone 11 Pro Max,4,256,Space Gray,93,22200,Unknown
iPhone 16 Plus,8,512,Ultramarine,99,56400,No
iPhone 14,6,512,Starlight,93,40200,Yes
iPhone XS,4,256,Silver,83,10400,No
iPhone 6 Plus,1,128,Silver,85,3900,No
iPhone XR,3,64,Yellow,81,9500,No
iPhone 6 Plus,1,128,Silver,93,3100,No
iPhone 14,6,128,Midnight,85,18900,No
iPhone 13 Pro,6,128,Alpine Green,95,25700,No
iPhone 14 Pro,6,512,Deep Purple,90,40800,No
iPhone 16 Pro Max,8,1024,White Titanium,88,77700,Yes
iPhone 12 Pro Max,6,512,Pacific Blue,82,31900,Unknown
iPhone SE (2nd gen),3,256,Black,93,13000,Unknown
iPhone 13 mini,4,128,Blue,86,18700,No
iPhone 13 Pro,6,512,Sierra Blue,96,35600,No
iPhone 12 mini,4,256,Red,88,18300,No
iPhone 14,6,128,Blue,98,29200,No
iPhone 7 Plus,3,32,Rose Gold,90,7800,No
iPhone 16 Pro Max,8,256,Natural Titanium,72,59500,No
iPhone 6s Plus,2,16,Silver,100,5100,No
iPhone 16 Plus,8,128,Pink,89,43600,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,77,76300,Unknown
iPhone 17 Pro Max,12,256,Cosmic Orange,78,74400,Yes
iPhone 16 Plus,8,256,Black,81,46900,Unknown
iPhone 12,4,64,Black,82,10800,No
iPhone XS,4,256,Silver,82,10000,No
iPhone 12,4,128,Black,92,14200,Unknown
iPhone 5,1,32,Black,94,1800,No
iPhone 12 Pro,6,128,Pacific Blue,87,20900,Yes
iPhone 16e,8,256,Black,90,40700,No
iPhone 8 Plus,3,128,Space Gray,72,4900,No
iPhone 16,8,128,Teal,95,42300,Unknown
iPhone XS Max,4,64,Gold,87,10500,No
iPhone 17,8,256,Sage,86,56900,Yes
iPhone SE (2nd gen),3,128,Red,83,7500,No
iPhone XS Max,4,64,Gold,76,8000,Yes
iPhone 13 Pro,6,128,Gold,89,26900,No
iPhone 13 Pro,6,256,Sierra Blue,94,30400,No
iPhone 16 Pro Max,8,256,Black Titanium,90,65200,Yes
iPhone 17 Pro,12,256,Deep Blue,90,65900,Unknown
iPhone 16 Pro,8,512,White Titanium,100,61200,No
iPhone XS Max,4,64,Space Gray,86,11600,Unknown
iPhone X,3,64,Silver,92,7900,Yes
iPhone 16,8,512,Teal,85,53000,Yes
iPhone 12 Pro Max,6,512,Graphite,87,33800,Yes
iPhone 11,4,128,White,87,14100,Unknown
iPhone 14,6,512,Midnight,100,39500,Yes
iPhone 12,4,64,White,93,10800,No
iPhone 11 Pro,4,256,Gold,83,15200,No
iPhone 6,1,32,Gold,85,2500,No
iPhone 16,8,256,White,91,46300,No
iPhone Air,12,1024,Cloud White,78,66400,No
iPhone 7,2,128,Rose Gold,90,4900,No
iPhone 17,8,512,Sage,84,61600,No
iPhone XR,3,64,White,86,9200,Unknown
iPhone 16 Pro,8,512,Black Titanium,85,63000,Yes
iPhone 8,2,256,Space Gray,89,11900,Yes
iPhone XS,4,256,Gold,83,12600,Unknown
iPhone 14 Plus,6,512,Midnight,86,39200,Unknown
iPhone 14 Pro Max,6,256,Deep Purple,78,42900,Yes
iPhone 15 Pro Max,8,1024,Black Titanium,94,67400,Yes
iPhone 15 Plus,6,256,Green,95,44600,No
iPhone 14 Pro Max,6,128,Deep Purple,92,42000,No
iPhone 12 Pro Max,6,512,Gold,82,30100,No
iPhone 16 Pro Max,8,1024,Black Titanium,91,74400,Yes
iPhone 15 Plus,6,128,Green,82,38100,No
iPhone XS Max,4,64,Silver,78,7300,Unknown
iPhone 16 Pro Max,8,256,Black Titanium,74,61000,No
iPhone 13 Pro Max,6,1024,Gold,87,48800,No
iPhone XR,3,64,Coral,88,9200,Yes
iPhone 17 Pro Max,12,1024,Cosmic Orange,85,91300,Unknown
iPhone 12,4,128,White,94,14800,Unknown
iPhone 15,6,128,Black,95,39000,Yes
iPhone 8,2,128,Gold,94,4900,No
iPhone 12 Pro Max,6,512,Gold,88,31200,No
iPhone 7,2,256,Silver,81,9700,Unknown
iPhone 17 Pro Max,12,512,Silver,91,86100,Yes
iPhone 16e,8,256,White,76,39800,Unknown
iPhone 13,4,512,Midnight,80,30900,No
iPhone 5,1,32,Black,82,1800,Unknown
iPhone 15 Plus,6,256,Blue,86,42400,No
iPhone 5c,1,16,Green,84,2200,Unknown
iPhone 16 Pro,8,256,Natural Titanium,77,53600,No
iPhone 6s Plus,2,32,Space Gray,88,6300,No
iPhone 14 Pro,6,256,Space Black,88,38200,Unknown
iPhone 8 Plus,3,128,Space Gray,79,6400,No
iPhone 5s,1,64,Gold,83,2000,No
iPhone 15 Pro,8,256,White Titanium,86,51700,No
iPhone 12 Pro Max,6,512,Graphite,88,32600,No
iPhone 17e,8,256,White,78,47300,No
iPhone Air,12,512,Cloud White,83,59000,No
iPhone 17 Pro Max,12,512,Deep Blue,80,84400,Unknown
iPhone SE (2nd gen),3,256,Black,94,10400,Yes
iPhone 14 Pro,6,256,Deep Purple,80,39200,Yes
iPhone 17,8,512,Black,80,63200,Yes
iPhone 12 mini,4,64,Black,74,9000,No
iPhone 5s,1,64,Gold,92,4600,Yes
iPhone 13,4,128,Pink,84,16000,No
iPhone 15 Pro Max,8,256,White Titanium,77,51300,No
iPhone 14 Pro,6,128,Gold,91,31600,No
iPhone 14 Pro,6,512,Deep Purple,90,41500,No
iPhone 17,8,256,White,89,56400,No
iPhone 5,1,64,White,85,1800,No
iPhone 16 Pro,8,1024,Black Titanium,79,69300,Yes
iPhone 14 Plus,6,128,Starlight,79,27800,No
iPhone 13 mini,4,512,Green,84,24800,Unknown
